Timestamp,Price,Trade Volume
2022-03-16,39321,213584010
2022-03-17,41133,652943633
2022-03-18,40947,208715565
2022-03-19,41796,246251064
2022-03-20,42222,117217183
2022-03-21,41251,143098717
2022-03-22,41071,188238486
2022-03-23,42373,326642015
2022-03-24,42905,227640948
2022-03-25,44004,279553357
2022-03-26,44334,294807777
2022-03-27,44542,87655860
2022-03-28,46859,215085807
2022-03-29,47116,363200214
2022-03-30,47448,222767932
2022-03-31,47064,198230006
2022-04-01,45539,217720734
2022-04-02,46283,343182405
2022-04-03,45825,128666155
2022-04-04,46426,134898633
2022-04-05,46611,222101256
2022-04-06,45508,183110273
2022-04-07,43190,414304825
2022-04-08,43464,172917581
2022-04-09,42279,210672153
2022-04-10,42788,68207001
2022-04-11,42144,107486751
2022-04-12,39489,309663440
2022-04-13,40102,239384870
2022-04-14,41148,225976504
2022-04-15,39940,168764849
2022-04-16,40566,112772413
2022-04-17,40389,53175060
2022-04-18,39711,73215603
2022-04-19,40806,287373059
2022-04-20,41507,157094339
2022-04-21,41376,170464945
2022-04-22,40514,275663401
2022-04-23,39728,224581597
2022-04-24,39429,70432435
2022-04-25,39466,92532159
2022-04-26,40473,331208745
2022-04-27,38115,341949328
2022-04-28,39249,241767322
2022-04-29,39770,244512171
2022-04-30,38596,194624830
2022-05-01,37661,85985016
2022-05-02,38475,137414023
2022-05-03,38511,201444974
2022-05-04,37727,172136341
2022-05-05,39675,266960829
2022-05-06,36550,425676217
2022-05-07,36013,266451046
2022-05-08,35471,117427072
2022-05-09,34082,282204789
2022-05-10,30176,754487502
2022-05-11,31004,702775072
2022-05-12,28907,991604857
2022-05-13,28931,1105198768
2022-05-14,29234,387333462
2022-05-15,30075,202107996
2022-05-16,31277,154366315
2022-05-17,29834,255625942
2022-05-18,30407,199056180
2022-05-19,28681,238926821
2022-05-20,30290,243106194
2022-05-21,29160,224870774
2022-05-22,29410,56412344
2022-05-23,30279,124032530
2022-05-24,29074,191646935
2022-05-25,29635,177388980
2022-05-26,29519,164845090
2022-05-27,29194,305995781
2022-05-28,28579,236424012
2022-05-29,29014,72992061
2022-05-30,29449,85755025
2022-05-31,31716,359076819
2022-06-01,31776,214511113
2022-06-02,29781,291288783
2022-06-03,30430,155102011
2022-06-04,29682,151025247
2022-06-05,29845,49641870
2022-06-06,29901,65518044
2022-06-07,31350,246876698
2022-06-08,31118,379367423
2022-06-09,30189,204405978
2022-06-10,30083,112529288
2022-06-11,29059,272976542
2022-06-12,28345,163111543
2022-06-13,26593,232964222
2022-06-14,22431,968674515
2022-06-15,22189,578478784
2022-06-16,22551,853684510
2022-06-17,20350,349089081
2022-06-18,20435,306433994
2022-06-19,18978,531583208
2022-06-20,20540,382228331
2022-06-21,20582,295182559
2022-06-22,20704,244194795
2022-06-23,19954,261583959
